Data_as_of,DCF_Region,DCF_Office,Demographic,Out_of_State,Month_in_Care,TOTAL_CIP,FOSTER_CARE,RELATIVE_CARE,SPECIAL_STUDY,THERAPEUTIC_FOSTER_CARE,PDC_SAFE_HOME,SHELTER,GROUP_HOME,RESIDENTIAL,DCF_HIGHMEADOWS,DCF_SOLNIT,DCF_CJTS,HOSPITAL,INDEPENDENT_LIVING
06/26/2014,Region 1,Stamford Office,Age >=18,Y,07/01/2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 0-3,N,07/01/2004,9,7,2,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 0-3,Y,07/01/2004,2,1,0,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 13-17,N,07/01/2004,18,4,0,1,0,0,1,3,8,1,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 13-17,Y,07/01/2004,9,1,0,0,1,0,0,0,7,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 4-6,Y,07/01/2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 4-6,N,07/01/2004,8,3,3,0,0,2,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 7-12,N,07/01/2004,7,2,0,0,2,1,1,1,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 7-12,Y,07/01/2004,4,2,0,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age >=18,N,07/01/2004,13,3,1,0,1,0,1,5,0,0,0,0,0,2
06/26/2014,Region 2,Milford Office,Age >=18,Y,07/01/2004,3,0,0,0,0,0,0,0,3,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 0-3,N,07/01/2004,55,32,16,0,7,0,0,0,0,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 0-3,Y,07/01/2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 13-17,N,07/01/2004,107,32,22,2,14,2,2,7,22,0,3,0,0,1
06/26/2014,Region 2,Milford Office,Age 13-17,Y,07/01/2004,34,5,0,0,1,0,0,0,28,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 4-6,N,07/01/2004,16,6,6,0,4,0,0,0,0,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 7-12,N,07/01/2004,88,25,18,2,27,6,1,1,7,0,1,0,0,0
06/26/2014,Region 2,Milford Office,Age 7-12,Y,07/01/2004,15,1,0,0,3,0,0,0,11,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,Age >=18,N,07/01/2004,42,10,6,2,2,0,0,6,1,2,0,0,0,13
06/26/2014,Region 2,New Haven Office,Age >=18,Y,07/01/2004,9,2,1,0,2,0,0,0,4,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,Age 0-3,N,07/01/2004,96,64,15,2,13,2,0,0,0,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,Age 0-3,Y,07/01/2004,2,0,2,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,Age 13-17,N,07/01/2004,208,57,31,5,35,3,6,14,44,6,3,4,0,0
06/26/2014,Region 2,New Haven Office,Age 13-17,Y,07/01/2004,49,2,4,1,3,0,0,1,38,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,Age 4-6,N,07/01/2004,75,31,15,4,18,6,0,0,0,0,1,0,0,0
06/26/2014,Region 2,New Haven Office,Age 4-6,Y,07/01/2004,8,5,2,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,Age 7-12,N,07/01/2004,160,39,32,3,46,19,1,1,15,2,2,0,0,0
06/26/2014,Region 2,New Haven Office,Age 7-12,Y,07/01/2004,16,5,4,0,0,0,0,0,7,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,UNKNOWN,N,07/01/2004,2,1,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,Age >=18,N,07/01/2004,14,5,1,0,0,0,0,5,0,0,0,0,0,3
06/26/2014,Region 3,Middletown Office,Age >=18,Y,07/01/2004,3,0,0,0,0,0,0,0,3,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,Age 0-3,N,07/01/2004,17,11,4,1,0,1,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,Age 0-3,Y,07/01/2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,Age 13-17,N,07/01/2004,57,18,7,4,2,0,0,4,15,2,2,0,1,2
06/26/2014,Region 3,Middletown Office,Age 13-17,Y,07/01/2004,20,0,0,0,2,0,0,2,16,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,Age 4-6,N,07/01/2004,18,7,6,3,1,1,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,Age 7-12,Y,07/01/2004,3,0,2,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 3,Middletown Office,Age 7-12,N,07/01/2004,40,8,8,1,14,4,0,0,4,0,1,0,0,0
06/26/2014,Region 3,Norwich Office,Age >=18,N,07/01/2004,32,13,2,1,2,0,0,6,1,0,0,0,0,7
06/26/2014,Region 3,Norwich Office,Age >=18,Y,07/01/2004,6,0,0,0,0,0,0,0,6,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,Age 0-3,N,07/01/2004,127,86,38,2,0,1,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,Age 0-3,Y,07/01/2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,Age 13-17,N,07/01/2004,193,81,25,5,17,1,14,16,27,0,2,0,3,2
06/26/2014,Region 3,Norwich Office,Age 13-17,Y,07/01/2004,29,4,1,0,1,0,0,0,23,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,Age 4-6,N,07/01/2004,69,40,19,4,1,5,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,Age 4-6,Y,07/01/2004,4,1,3,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Norwich Office,Age 7-12,N,07/01/2004,126,60,24,2,14,13,0,1,11,0,0,0,1,0
06/26/2014,Region 3,Norwich Office,Age 7-12,Y,07/01/2004,8,3,2,0,1,0,0,0,2,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,Age >=18,N,07/01/2004,16,9,1,2,1,0,0,0,0,0,0,0,0,3
06/26/2014,Region 3,Willimantic Office,Age >=18,Y,07/01/2004,5,0,0,0,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,Age 0-3,N,07/01/2004,90,74,14,0,0,2,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,Age 0-3,Y,07/01/2004,4,3,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,Age 13-17,N,07/01/2004,100,45,8,17,3,1,4,5,15,0,1,1,0,0
06/26/2014,Region 3,Willimantic Office,Age 13-17,Y,07/01/2004,24,4,0,0,2,0,0,1,17,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,Age 4-6,N,07/01/2004,58,37,13,2,4,2,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,Age 4-6,Y,07/01/2004,6,0,5,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 3,Willimantic Office,Age 7-12,N,07/01/2004,100,46,22,7,7,5,1,2,6,0,2,0,2,0
06/26/2014,Region 3,Willimantic Office,Age 7-12,Y,07/01/2004,14,0,0,0,5,0,0,0,9,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,Age >=18,N,07/01/2004,56,7,8,6,4,0,0,15,0,0,0,0,0,16
06/26/2014,Region 4,Hartford Office,Age >=18,Y,07/01/2004,4,1,1,0,1,0,0,1,0,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,Age 0-3,N,07/01/2004,184,113,63,3,3,2,0,0,0,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,Age 0-3,Y,07/01/2004,9,5,4,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,Age 13-17,N,07/01/2004,294,96,60,17,27,3,9,21,36,2,12,0,4,7
06/26/2014,Other,Hotline,Age 13-17,N,07/01/2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,Age 13-17,Y,07/01/2004,80,6,6,0,8,0,0,0,59,0,0,0,1,0
06/26/2014,Region 4,Hartford Office,Age 4-6,N,07/01/2004,99,49,29,2,10,9,0,0,0,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,Age 4-6,Y,07/01/2004,9,4,5,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 4,Hartford Office,Age 7-12,N,07/01/2004,253,108,59,5,39,14,4,6,10,0,6,0,2,0
06/26/2014,Region 4,Hartford Office,Age 7-12,Y,07/01/2004,43,13,4,1,7,0,0,0,18,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,Age >=18,N,07/01/2004,23,6,0,5,0,0,0,5,0,0,0,0,0,7
06/26/2014,Region 4,Manchester Office,Age >=18,Y,07/01/2004,10,1,1,1,1,0,0,0,6,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,Age 0-3,N,07/01/2004,100,60,30,6,1,3,0,0,0,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,Age 0-3,Y,07/01/2004,3,2,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,Age 13-17,N,07/01/2004,186,53,36,8,8,1,5,19,47,5,2,2,0,0
06/26/2014,Region 4,Manchester Office,Age 13-17,Y,07/01/2004,51,0,2,0,3,0,0,1,45,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,Age 4-6,N,07/01/2004,61,28,24,3,2,4,0,0,0,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,Age 4-6,Y,07/01/2004,4,3,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,Age 7-12,N,07/01/2004,127,53,39,4,7,15,0,1,7,0,1,0,0,0
06/26/2014,Region 4,Manchester Office,Age 7-12,Y,07/01/2004,18,1,3,0,5,0,0,0,9,0,0,0,0,0
06/26/2014,Region 4,Manchester Office,UNKNOWN,N,07/01/2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,Age >=18,N,07/01/2004,6,0,1,1,0,0,0,4,0,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,Age >=18,Y,07/01/2004,4,1,0,0,0,0,0,0,3,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,Age 0-3,N,07/01/2004,22,14,6,0,1,0,0,0,0,0,0,0,1,0
06/26/2014,Region 5,Danbury Office,Age 0-3,Y,07/01/2004,4,1,3,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,Age 13-17,N,07/01/2004,50,7,6,3,2,1,2,6,19,1,2,0,0,1
06/26/2014,Region 5,Danbury Office,Age 13-17,Y,07/01/2004,17,2,0,0,7,0,0,1,7,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,Age 4-6,N,07/01/2004,13,4,8,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,Age 4-6,Y,07/01/2004,2,0,2,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,Age 7-12,Y,07/01/2004,5,0,2,0,1,0,0,0,2,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,Age 7-12,N,07/01/2004,39,14,10,2,4,6,0,1,2,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,Age >=18,N,07/01/2004,8,2,2,0,0,0,0,2,1,0,1,0,0,0
06/26/2014,Region 5,Torrington Office,Age >=18,Y,07/01/2004,3,0,0,0,1,0,0,0,2,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,Age 0-3,N,07/01/2004,35,23,11,0,0,0,0,0,0,0,0,0,1,0
06/26/2014,Region 5,Torrington Office,Age 0-3,Y,07/01/2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,Age 13-17,N,07/01/2004,54,25,5,2,2,0,0,4,13,1,2,0,0,0
06/26/2014,Region 5,Torrington Office,Age 13-17,Y,07/01/2004,20,3,0,0,1,0,0,0,16,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,Age 4-6,N,07/01/2004,14,6,6,1,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,Age 4-6,Y,07/01/2004,2,1,0,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,Age 7-12,N,07/01/2004,31,12,2,2,4,4,1,0,6,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,Age 7-12,Y,07/01/2004,11,1,1,0,5,0,0,0,4,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,Age >=18,N,07/01/2004,24,1,3,2,0,0,0,2,0,0,0,0,0,16
06/26/2014,Region 5,Waterbury Office,Age >=18,Y,07/01/2004,7,0,0,0,2,0,0,0,5,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,Age 0-3,N,07/01/2004,137,92,37,4,2,2,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,Age 0-3,Y,07/01/2004,9,3,5,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,Age 13-17,N,07/01/2004,158,56,21,14,14,2,2,6,32,5,3,1,0,2
06/26/2014,Region 5,Waterbury Office,Age 13-17,Y,07/01/2004,41,3,1,0,5,0,0,0,32,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,Age 4-6,N,07/01/2004,74,45,20,0,3,6,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,Age 4-6,Y,07/01/2004,15,3,9,0,3,0,0,0,0,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,Age 7-12,N,07/01/2004,153,66,32,4,26,8,2,3,11,0,1,0,0,0
06/26/2014,Region 5,Waterbury Office,Age 7-12,Y,07/01/2004,27,2,4,0,10,0,0,0,10,0,0,0,1,0
06/26/2014,Region 6,Meriden Office,Age >=18,N,07/01/2004,14,3,1,1,0,0,0,2,0,0,0,0,0,7
06/26/2014,Region 6,Meriden Office,Age >=18,Y,07/01/2004,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,Age 0-3,Y,07/01/2004,6,1,4,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,Age 0-3,N,07/01/2004,27,17,9,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,Age 13-17,N,07/01/2004,76,19,16,1,10,1,3,6,16,1,3,0,0,0
06/26/2014,Region 6,Meriden Office,Age 13-17,Y,07/01/2004,16,3,1,0,1,0,0,0,11,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,Age 4-6,N,07/01/2004,29,10,8,0,9,2,0,0,0,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,Age 4-6,Y,07/01/2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,Age 7-12,N,07/01/2004,44,16,13,1,10,0,0,0,4,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,Age 7-12,Y,07/01/2004,9,2,1,0,2,0,0,0,4,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,Age >=18,N,07/01/2004,32,5,4,4,2,0,0,3,0,0,0,0,0,14
06/26/2014,Region 6,New Britain Office,Age >=18,Y,07/01/2004,3,1,0,0,1,0,0,0,1,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,Age 0-3,N,07/01/2004,114,65,42,5,1,1,0,0,0,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,Age 0-3,Y,07/01/2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,Age 13-17,N,07/01/2004,179,37,29,6,23,0,11,22,40,2,6,0,0,3
06/26/2014,Region 6,New Britain Office,Age 13-17,Y,07/01/2004,51,3,4,0,1,0,0,1,42,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,Age 4-6,N,07/01/2004,81,38,31,1,7,2,1,0,1,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,Age 4-6,Y,07/01/2004,4,2,0,0,2,0,0,0,0,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,Age 7-12,N,07/01/2004,153,46,40,7,22,18,1,5,8,1,3,0,2,0
06/26/2014,Region 6,New Britain Office,Age 7-12,Y,07/01/2004,19,3,5,0,3,0,0,0,8,0,0,0,0,0
06/26/2014,Other,Aftercare,Age 13-17,Y,07/01/2005,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Other,Aftercare,Age 13-17,N,07/01/2005,3,0,0,0,0,0,0,0,0,0,0,3,0,0
06/26/2014,Other,Aftercare,Age 7-12,N,07/01/2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Other,Gen'l Administration,Age >=18,N,07/01/2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Other,Gen'l Administration,Age 13-17,N,07/01/2005,4,0,0,0,0,0,0,1,2,0,0,1,0,0
06/26/2014,Other,Hotline,Age 13-17,N,07/01/2005,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,Age >=18,Y,07/01/2005,4,0,0,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,Age 0-3,N,07/01/2005,4,2,2,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,Age 13-17,N,07/01/2005,168,1,1,0,0,0,0,6,112,0,1,47,0,0
06/26/2014,Other,Unassigned_Office,Age 13-17,Y,07/01/2005,9,0,0,0,0,0,0,0,9,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,Age 4-6,N,07/01/2005,3,1,1,0,0,1,0,0,0,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,Age 7-12,N,07/01/2005,2,1,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Other,Unassigned_Office,Age 7-12,Y,07/01/2005,1,0,0,0,0,0,0,0,1,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,Age >=18,N,07/01/2005,50,19,4,1,7,0,0,5,4,1,1,0,0,8
06/26/2014,Region 1,Bridgeport Office,Age >=18,Y,07/01/2005,4,0,0,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,Age 0-3,N,07/01/2005,105,68,28,1,6,1,0,0,0,0,0,0,1,0
06/26/2014,Region 1,Bridgeport Office,Age 0-3,Y,07/01/2005,3,0,3,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,Age 13-17,N,07/01/2005,200,61,24,7,24,1,8,19,42,4,3,5,1,1
06/26/2014,Region 1,Bridgeport Office,Age 13-17,Y,07/01/2005,25,1,2,0,0,0,0,2,19,0,0,0,1,0
06/26/2014,Region 1,Bridgeport Office,Age 4-6,N,07/01/2005,57,21,24,0,10,0,0,2,0,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,Age 4-6,Y,07/01/2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Bridgeport Office,Age 7-12,N,07/01/2005,126,40,32,3,23,6,1,8,11,0,1,0,1,0
06/26/2014,Region 1,Bridgeport Office,Age 7-12,Y,07/01/2005,8,2,3,0,1,0,0,0,2,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,Age >=18,N,07/01/2005,7,0,1,1,2,0,0,1,0,0,0,0,0,2
06/26/2014,Region 1,Norwalk Office,Age 0-3,Y,07/01/2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,Age 0-3,N,07/01/2005,19,6,7,1,3,2,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,Age 13-17,Y,07/01/2005,7,1,1,0,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,Age 13-17,N,07/01/2005,23,3,5,3,0,0,2,2,6,0,0,1,1,0
06/26/2014,Region 1,Norwalk Office,Age 4-6,N,07/01/2005,17,7,8,0,2,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,Age 4-6,Y,07/01/2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,Age 7-12,Y,07/01/2005,4,3,1,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Norwalk Office,Age 7-12,N,07/01/2005,22,4,6,3,5,0,0,0,4,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age >=18,N,07/01/2005,11,1,1,1,2,0,0,3,0,0,1,0,0,2
06/26/2014,Region 1,Stamford Office,Age 0-3,N,07/01/2005,17,11,2,0,1,3,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 13-17,Y,07/01/2005,5,0,0,0,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 13-17,N,07/01/2005,27,3,2,2,1,0,5,4,8,0,1,1,0,0
06/26/2014,Region 1,Stamford Office,Age 4-6,N,07/01/2005,8,4,3,0,1,0,0,0,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 7-12,N,07/01/2005,13,2,5,0,2,3,0,1,0,0,0,0,0,0
06/26/2014,Region 1,Stamford Office,Age 7-12,Y,07/01/2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age >=18,N,07/01/2005,19,3,2,0,3,0,0,6,3,0,0,0,0,2
06/26/2014,Region 2,Milford Office,Age >=18,Y,07/01/2005,4,0,0,0,0,0,0,0,4,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 0-3,N,07/01/2005,55,37,13,0,3,2,0,0,0,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 13-17,Y,07/01/2005,22,2,1,0,1,0,0,0,18,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 13-17,N,07/01/2005,156,25,23,7,28,0,7,8,53,1,2,2,0,0
06/26/2014,Region 2,Milford Office,Age 4-6,N,07/01/2005,27,8,13,0,5,1,0,0,0,0,0,0,0,0
06/26/2014,Region 2,Milford Office,Age 7-12,N,07/01/2005,95,19,23,2,33,8,0,2,6,1,1,0,0,0
06/26/2014,Region 2,Milford Office,Age 7-12,Y,07/01/2005,12,1,0,0,0,0,0,0,11,0,0,0,0,0
06/26/2014,Region 2,New Haven Office,Age >=18,N,07/01/2005,45,7,8,1,7,0,0,4,1,1,0,0,0,16
06/26/2014,Region 2,New Haven Office,Age >=18,Y,07/01/2005,5,2,0,0,2,0,0,0,1,0,0,0,0,0
